common,page,actions,displays,start,err,ts,dt
"{""ar"":""230000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi Mix2 "",""mid"":""mid_842896"",""os"":""Android 10.0"",""uid"":""981"",""vc"":""v2.0.1""}","{""during_time"":""12468"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""login"",""source_type"":null}",,,,,1592103498000,2020-06-14
"{""ar"":""230000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi Mix2 "",""mid"":""mid_842896"",""os"":""Android 10.0"",""uid"":""981"",""vc"":""v2.0.1""}","{""during_time"":""7136"",""item"":""26"",""item_type"":""sku_id"",""last_page_id"":""login"",""page_id"":""good_detail"",""source_type"":""activity""}","[{""action_id"":""favor_add"",""item"":""26"",""item_type"":""sku_id"",""ts"":1592103501378},{""action_id"":""get_coupon"",""item"":""3"",""item_type"":""coupon_id"",""ts"":1592103503756}]","[{""display_type"":""query"",""item"":""4"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""10"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""3"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""5""},{""display_type"":""query"",""item"":""9"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""3""},{""display_type"":""query"",""item"":""4"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""15"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""5""}]",,,1592103499000,2020-06-14
"{""ar"":""230000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi Mix2 "",""mid"":""mid_842896"",""os"":""Android 10.0"",""uid"":""981"",""vc"":""v2.0.1""}","{""during_time"":""4278"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""cart"",""source_type"":null}","[{""action_id"":""cart_add_num"",""item"":""24"",""item_type"":""sku_id"",""ts"":1592103501426},{""action_id"":""cart_minus_num"",""item"":""32"",""item_type"":""sku_id"",""ts"":1592103502852}]",,,,1592103500000,2020-06-14
"{""ar"":""230000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi Mix2 "",""mid"":""mid_842896"",""os"":""Android 10.0"",""uid"":""981"",""vc"":""v2.0.1""}","{""during_time"":""6122"",""item"":""18,28"",""item_type"":""sku_ids"",""last_page_id"":""cart"",""page_id"":""trade"",""source_type"":null}",,,,,1592103501000,2020-06-14
"{""ar"":""230000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""1"",""md"":""Xiaomi Mix2 "",""mid"":""mid_842896"",""os"":""Android 10.0"",""uid"":""981"",""vc"":""v2.0.1""}","{""during_time"":""7390"",""item"":""2,13,31"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,,1592103502000,2020-06-14
"{""ar"":""110000"",""ba"":""Huawei"",""ch"":""xiaomi"",""is_new"":""0"",""md"":""Huawei P30"",""mid"":""mid_187696"",""os"":""Android 11.0"",""uid"":""145"",""vc"":""v2.1.132""}",,,,"{""entry"":""notice"",""loading_time"":13512,""open_ad_id"":19,""open_ad_ms"":1162,""open_ad_skip_ms"":1002}",,1592103495000,2020-06-14
"{""ar"":""110000"",""ba"":""Huawei"",""ch"":""xiaomi"",""is_new"":""0"",""md"":""Huawei P30"",""mid"":""mid_187696"",""os"":""Android 11.0"",""uid"":""145"",""vc"":""v2.1.132""}","{""during_time"":""12250"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""4""},{""display_type"":""query"",""item"":""30"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""17"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""22"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""5""},{""display_type"":""query"",""item"":""23"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""26"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""2""}]",,,1592103495000,2020-06-14
"{""ar"":""110000"",""ba"":""Huawei"",""ch"":""xiaomi"",""is_new"":""0"",""md"":""Huawei P30"",""mid"":""mid_187696"",""os"":""Android 11.0"",""uid"":""145"",""vc"":""v2.1.132""}","{""during_time"":""5601"",""item"":null,""item_type"":null,""last_page_id"":""home"",""page_id"":""search"",""source_type"":null}",,,,,1592103496000,2020-06-14
"{""ar"":""110000"",""ba"":""Huawei"",""ch"":""xiaomi"",""is_new"":""0"",""md"":""Huawei P30"",""mid"":""mid_187696"",""os"":""Android 11.0"",""uid"":""145"",""vc"":""v2.1.132""}","{""during_time"":""10466"",""item"":""小米盒子"",""item_type"":""keyword"",""last_page_id"":""search"",""page_id"":""good_list"",""source_type"":null}",,"[{""display_type"":""promotion"",""item"":""26"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""query"",""item"":""24"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""query"",""item"":""16"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""1""},{""display_type"":""query"",""item"":""21"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""3""},{""display_type"":""query"",""item"":""26"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""5""}]",,,1592103497000,2020-06-14
"{""ar"":""110000"",""ba"":""Huawei"",""ch"":""xiaomi"",""is_new"":""0"",""md"":""Huawei P30"",""mid"":""mid_187696"",""os"":""Android 11.0"",""uid"":""145"",""vc"":""v2.1.132""}","{""during_time"":""5256"",""item"":""26"",""item_type"":""sku_id"",""last_page_id"":""good_list"",""page_id"":""good_detail"",""source_type"":""query""}","[{""action_id"":""favor_add"",""item"":""26"",""item_type"":""sku_id"",""ts"":1592103500628}]","[{""display_type"":""query"",""item"":""19"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""4""},{""display_type"":""recommend"",""item"":""26"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""32"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""query"",""item"":""28"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""5""},{""display_type"":""recommend"",""item"":""27"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""5""}]",,,1592103498000,2020-06-14
"{""ar"":""110000"",""ba"":""Huawei"",""ch"":""xiaomi"",""is_new"":""0"",""md"":""Huawei P30"",""mid"":""mid_187696"",""os"":""Android 11.0"",""uid"":""145"",""vc"":""v2.1.132""}","{""during_time"":""12374"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""login"",""source_type"":null}",,,,,1592103499000,2020-06-14
"{""ar"":""110000"",""ba"":""Huawei"",""ch"":""xiaomi"",""is_new"":""0"",""md"":""Huawei P30"",""mid"":""mid_187696"",""os"":""Android 11.0"",""uid"":""145"",""vc"":""v2.1.132""}","{""during_time"":""19633"",""item"":""27"",""item_type"":""sku_id"",""last_page_id"":""login"",""page_id"":""good_detail"",""source_type"":""query""}","[{""action_id"":""get_coupon"",""item"":""1"",""item_type"":""coupon_id"",""ts"":1592103509816}]","[{""display_type"":""query"",""item"":""22"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""9"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""31"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""33"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""},{""display_type"":""recommend"",""item"":""13"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""4""},{""display_type"":""query"",""item"":""35"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""14"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""4""}]",,,1592103500000,2020-06-14
"{""ar"":""110000"",""ba"":""Huawei"",""ch"":""xiaomi"",""is_new"":""0"",""md"":""Huawei P30"",""mid"":""mid_187696"",""os"":""Android 11.0"",""uid"":""145"",""vc"":""v2.1.132""}","{""during_time"":""8904"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""cart"",""source_type"":null}","[{""action_id"":""cart_minus_num"",""item"":""25"",""item_type"":""sku_id"",""ts"":1592103505452}]",,,,1592103501000,2020-06-14
"{""ar"":""110000"",""ba"":""Huawei"",""ch"":""xiaomi"",""is_new"":""0"",""md"":""Huawei P30"",""mid"":""mid_187696"",""os"":""Android 11.0"",""uid"":""145"",""vc"":""v2.1.132""}","{""during_time"":""18725"",""item"":""33,22,8"",""item_type"":""sku_ids"",""last_page_id"":""cart"",""page_id"":""trade"",""source_type"":null}",,,,,1592103502000,2020-06-14
"{""ar"":""110000"",""ba"":""Huawei"",""ch"":""xiaomi"",""is_new"":""0"",""md"":""Huawei P30"",""mid"":""mid_187696"",""os"":""Android 11.0"",""uid"":""145"",""vc"":""v2.1.132""}","{""during_time"":""10450"",""item"":""6,7"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,,1592103503000,2020-06-14
"{""ar"":""310000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone 8"",""mid"":""mid_948589"",""os"":""iOS 13.2.9"",""uid"":""862"",""vc"":""v2.1.134""}",,,,"{""entry"":""icon"",""loading_time"":18367,""open_ad_id"":14,""open_ad_ms"":6910,""open_ad_skip_ms"":0}",,1592103495000,2020-06-14
"{""ar"":""310000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone 8"",""mid"":""mid_948589"",""os"":""iOS 13.2.9"",""uid"":""862"",""vc"":""v2.1.134""}","{""during_time"":""4180"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""4""},{""display_type"":""activity"",""item"":""2"",""item_type"":""activity_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""22"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""3""},{""display_type"":""query"",""item"":""3"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""},{""display_type"":""query"",""item"":""23"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""1""},{""display_type"":""query"",""item"":""3"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""1""},{""display_type"":""recommend"",""item"":""1"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""29"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""1""}]",,,1592103495000,2020-06-14
"{""ar"":""310000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone 8"",""mid"":""mid_948589"",""os"":""iOS 13.2.9"",""uid"":""862"",""vc"":""v2.1.134""}","{""during_time"":""12753"",""item"":null,""item_type"":null,""last_page_id"":""home"",""page_id"":""mine"",""source_type"":null}",,,,,1592103496000,2020-06-14
"{""ar"":""310000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone 8"",""mid"":""mid_948589"",""os"":""iOS 13.2.9"",""uid"":""862"",""vc"":""v2.1.134""}","{""during_time"":""12696"",""item"":null,""item_type"":null,""last_page_id"":""mine"",""page_id"":""orders_unpaid"",""source_type"":null}",,,,,1592103497000,2020-06-14
"{""ar"":""310000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone 8"",""mid"":""mid_948589"",""os"":""iOS 13.2.9"",""uid"":""862"",""vc"":""v2.1.134""}","{""during_time"":""1187"",""item"":""29"",""item_type"":""sku_id"",""last_page_id"":""orders_unpaid"",""page_id"":""good_detail"",""source_type"":""recommend""}","[{""action_id"":""favor_add"",""item"":""29"",""item_type"":""sku_id"",""ts"":1592103498395},{""action_id"":""get_coupon"",""item"":""2"",""item_type"":""coupon_id"",""ts"":1592103498790}]","[{""display_type"":""query"",""item"":""28"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""5""},{""display_type"":""recommend"",""item"":""17"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""5""},{""display_type"":""query"",""item"":""27"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""4"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""3""},{""display_type"":""query"",""item"":""31"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""3""},{""display_type"":""query"",""item"":""23"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""1""},{""display_type"":""query"",""item"":""3"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""2""}]",,,1592103498000,2020-06-14
"{""ar"":""310000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone 8"",""mid"":""mid_948589"",""os"":""iOS 13.2.9"",""uid"":""862"",""vc"":""v2.1.134""}","{""during_time"":""4554"",""item"":""28"",""item_type"":""sku_id"",""last_page_id"":""good_detail"",""page_id"":""good_spec"",""source_type"":""query""}",,"[{""display_type"":""recommend"",""item"":""7"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""12"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""3""},{""display_type"":""query"",""item"":""25"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""3"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""3""}]",,,1592103499000,2020-06-14
"{""ar"":""310000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone 8"",""mid"":""mid_948589"",""os"":""iOS 13.2.9"",""uid"":""862"",""vc"":""v2.1.134""}","{""during_time"":""15518"",""item"":""3"",""item_type"":""sku_id"",""last_page_id"":""good_spec"",""page_id"":""comment"",""source_type"":""query""}",,,,,1592103500000,2020-06-14
"{""ar"":""310000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone 8"",""mid"":""mid_948589"",""os"":""iOS 13.2.9"",""uid"":""862"",""vc"":""v2.1.134""}","{""during_time"":""13165"",""item"":""14"",""item_type"":""sku_ids"",""last_page_id"":""comment"",""page_id"":""trade"",""source_type"":null}",,,,,1592103501000,2020-06-14
"{""ar"":""310000"",""ba"":""iPhone"",""ch"":""Appstore"",""is_new"":""0"",""md"":""iPhone 8"",""mid"":""mid_948589"",""os"":""iOS 13.2.9"",""uid"":""862"",""vc"":""v2.1.134""}","{""during_time"":""18318"",""item"":""16,34,18"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,,1592103502000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_277858"",""os"":""Android 11.0"",""uid"":""934"",""vc"":""v2.1.134""}",,,,"{""entry"":""icon"",""loading_time"":2934,""open_ad_id"":11,""open_ad_ms"":9121,""open_ad_skip_ms"":6309}",,1592103495000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_277858"",""os"":""Android 11.0"",""uid"":""934"",""vc"":""v2.1.134""}","{""during_time"":""10896"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""4""},{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""query"",""item"":""6"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""1""},{""display_type"":""query"",""item"":""5"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""},{""display_type"":""query"",""item"":""4"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""1""},{""display_type"":""recommend"",""item"":""23"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""13"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""17"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""2""},{""display_type"":""query"",""item"":""9"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""4""},{""display_type"":""query"",""item"":""16"",""item_type"":""sku_id"",""order"":""10"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""4"",""item_type"":""sku_id"",""order"":""11"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""27"",""item_type"":""sku_id"",""order"":""12"",""pos_id"":""2""}]",,,1592103495000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_277858"",""os"":""Android 11.0"",""uid"":""934"",""vc"":""v2.1.134""}","{""during_time"":""1661"",""item"":null,""item_type"":null,""last_page_id"":""home"",""page_id"":""search"",""source_type"":null}",,,,,1592103496000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_277858"",""os"":""Android 11.0"",""uid"":""934"",""vc"":""v2.1.134""}","{""during_time"":""11438"",""item"":""小米"",""item_type"":""keyword"",""last_page_id"":""search"",""page_id"":""good_list"",""source_type"":null}",,"[{""display_type"":""recommend"",""item"":""3"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""4""},{""display_type"":""query"",""item"":""31"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""23"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""4""},{""display_type"":""query"",""item"":""28"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""},{""display_type"":""query"",""item"":""15"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""2""},{""display_type"":""query"",""item"":""7"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""2""},{""display_type"":""query"",""item"":""1"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""4""},{""display_type"":""query"",""item"":""14"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""3""}]",,,1592103497000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_277858"",""os"":""Android 11.0"",""uid"":""934"",""vc"":""v2.1.134""}","{""during_time"":""1999"",""item"":""23"",""item_type"":""sku_id"",""last_page_id"":""good_list"",""page_id"":""good_detail"",""source_type"":""activity""}","[{""action_id"":""favor_add"",""item"":""23"",""item_type"":""sku_id"",""ts"":1592103498666},{""action_id"":""get_coupon"",""item"":""2"",""item_type"":""coupon_id"",""ts"":1592103499332}]","[{""display_type"":""query"",""item"":""20"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""5""},{""display_type"":""query"",""item"":""24"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""12"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""2""},{""display_type"":""query"",""item"":""1"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""}]",,,1592103498000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_277858"",""os"":""Android 11.0"",""uid"":""934"",""vc"":""v2.1.134""}","{""during_time"":""11422"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""login"",""source_type"":null}",,,,,1592103499000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_277858"",""os"":""Android 11.0"",""uid"":""934"",""vc"":""v2.1.134""}","{""during_time"":""8057"",""item"":null,""item_type"":null,""last_page_id"":""login"",""page_id"":""register"",""source_type"":null}",,,,,1592103500000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_277858"",""os"":""Android 11.0"",""uid"":""934"",""vc"":""v2.1.134""}","{""during_time"":""9705"",""item"":""32"",""item_type"":""sku_id"",""last_page_id"":""register"",""page_id"":""good_detail"",""source_type"":""promotion""}","[{""action_id"":""get_coupon"",""item"":""2"",""item_type"":""coupon_id"",""ts"":1592103505852}]","[{""display_type"":""query"",""item"":""8"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""2""},{""display_type"":""query"",""item"":""19"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""promotion"",""item"":""31"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""33"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""32"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""3""}]",,,1592103501000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_277858"",""os"":""Android 11.0"",""uid"":""934"",""vc"":""v2.1.134""}","{""during_time"":""18523"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""cart"",""source_type"":null}",,,,,1592103502000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_277858"",""os"":""Android 11.0"",""uid"":""934"",""vc"":""v2.1.134""}","{""during_time"":""6717"",""item"":""1"",""item_type"":""sku_ids"",""last_page_id"":""cart"",""page_id"":""trade"",""source_type"":null}",,,,,1592103503000,2020-06-14
"{""ar"":""110000"",""ba"":""Xiaomi"",""ch"":""oppo"",""is_new"":""0"",""md"":""Xiaomi 9"",""mid"":""mid_277858"",""os"":""Android 11.0"",""uid"":""934"",""vc"":""v2.1.134""}","{""during_time"":""13382"",""item"":""33"",""item_type"":""sku_ids"",""last_page_id"":""trade"",""page_id"":""payment"",""source_type"":null}",,,,,1592103504000,2020-06-14
"{""ar"":""310000"",""ba"":""Huawei"",""ch"":""web"",""is_new"":""1"",""md"":""Huawei Mate 30"",""mid"":""mid_635512"",""os"":""Android 11.0"",""uid"":""66"",""vc"":""v2.1.134""}",,,,"{""entry"":""icon"",""loading_time"":4362,""open_ad_id"":10,""open_ad_ms"":9695,""open_ad_skip_ms"":3754}",,1592103495000,2020-06-14
"{""ar"":""310000"",""ba"":""Huawei"",""ch"":""web"",""is_new"":""1"",""md"":""Huawei Mate 30"",""mid"":""mid_635512"",""os"":""Android 11.0"",""uid"":""66"",""vc"":""v2.1.134""}","{""during_time"":""6064"",""item"":null,""item_type"":null,""last_page_id"":null,""page_id"":""home"",""source_type"":null}",,"[{""display_type"":""activity"",""item"":""1"",""item_type"":""activity_id"",""order"":""1"",""pos_id"":""3""},{""display_type"":""promotion"",""item"":""19"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""4""},{""display_type"":""query"",""item"":""22"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""2""},{""display_type"":""promotion"",""item"":""34"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""1""},{""display_type"":""query"",""item"":""17"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""1""},{""display_type"":""promotion"",""item"":""35"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""1""}]",,,1592103495000,2020-06-14
"{""ar"":""310000"",""ba"":""Huawei"",""ch"":""web"",""is_new"":""1"",""md"":""Huawei Mate 30"",""mid"":""mid_635512"",""os"":""Android 11.0"",""uid"":""66"",""vc"":""v2.1.134""}","{""during_time"":""4219"",""item"":null,""item_type"":null,""last_page_id"":""home"",""page_id"":""search"",""source_type"":null}",,,,,1592103496000,2020-06-14
"{""ar"":""310000"",""ba"":""Huawei"",""ch"":""web"",""is_new"":""1"",""md"":""Huawei Mate 30"",""mid"":""mid_635512"",""os"":""Android 11.0"",""uid"":""66"",""vc"":""v2.1.134""}","{""during_time"":""1174"",""item"":""小米"",""item_type"":""keyword"",""last_page_id"":""search"",""page_id"":""good_list"",""source_type"":null}",,"[{""display_type"":""promotion"",""item"":""32"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""28"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""3""},{""display_type"":""query"",""item"":""30"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""3""},{""display_type"":""query"",""item"":""19"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""4""},{""display_type"":""query"",""item"":""28"",""item_type"":""sku_id"",""order"":""5"",""pos_id"":""1""},{""display_type"":""recommend"",""item"":""21"",""item_type"":""sku_id"",""order"":""6"",""pos_id"":""2""},{""display_type"":""query"",""item"":""17"",""item_type"":""sku_id"",""order"":""7"",""pos_id"":""1""},{""display_type"":""query"",""item"":""11"",""item_type"":""sku_id"",""order"":""8"",""pos_id"":""2""},{""display_type"":""query"",""item"":""22"",""item_type"":""sku_id"",""order"":""9"",""pos_id"":""2""}]",,,1592103497000,2020-06-14
"{""ar"":""310000"",""ba"":""Huawei"",""ch"":""web"",""is_new"":""1"",""md"":""Huawei Mate 30"",""mid"":""mid_635512"",""os"":""Android 11.0"",""uid"":""66"",""vc"":""v2.1.134""}","{""during_time"":""3438"",""item"":""30"",""item_type"":""sku_id"",""last_page_id"":""good_list"",""page_id"":""good_detail"",""source_type"":""recommend""}","[{""action_id"":""get_coupon"",""item"":""2"",""item_type"":""coupon_id"",""ts"":1592103499719}]","[{""display_type"":""query"",""item"":""11"",""item_type"":""sku_id"",""order"":""1"",""pos_id"":""2""},{""display_type"":""query"",""item"":""28"",""item_type"":""sku_id"",""order"":""2"",""pos_id"":""2""},{""display_type"":""query"",""item"":""5"",""item_type"":""sku_id"",""order"":""3"",""pos_id"":""5""},{""display_type"":""promotion"",""item"":""19"",""item_type"":""sku_id"",""order"":""4"",""pos_id"":""5""}]",,,1592103498000,2020-06-14
"{""ar"":""310000"",""ba"":""Huawei"",""ch"":""web"",""is_new"":""1"",""md"":""Huawei Mate 30"",""mid"":""mid_635512"",""os"":""Android 11.0"",""uid"":""66"",""vc"":""v2.1.134""}","{""during_time"":""13209"",""item"":null,""item_type"":null,""last_page_id"":""good_detail"",""page_id"":""login"",""source_type"":null}",,,,,1592103499000,2020-06-14
"{""ar"":""310000"",""ba"":""Huawei"",""ch"":""web"",""is_new"":""1"",""md"":""Huawei Mate 30"",""mid"":""mid_635512"",""os"":""Android 11.0"",""uid"":""66"",""vc"":""v2.1.134""}","{""during_time"":""2791"",""item"":null,""item_type"":null,""last_page_id"":""login"",""page_id"":""register"",""source_type"":null}",,,,,1592103500000,2020-06-14
