mid_id,brand,model,operate_system,page_id,during_time_1d,view_count_1d,dt
mid_785268,Huawei,Huawei Mate 30,Android 10.0,home,33508,2,2020-06-14
mid_681077,Honor,Honor 20s,Android 11.0,home,10857,1,2020-06-14
mid_750569,Oneplus,Oneplus 7,Android 9.0,login,4696,1,2020-06-14
mid_993425,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_detail,10922,1,2020-06-14
mid_677986,iPhone,iPhone X,iOS 13.3.1,login,14133,1,2020-06-14
mid_811399,iPhone,iPhone 8,iOS 13.2.9,payment,14277,1,2020-06-14
mid_821297,Xiaomi,Xiaomi 9,Android 11.0,home,3852,1,2020-06-14
mid_254841,Redmi,Redmi k30,Android 11.0,good_detail,6321,1,2020-06-14
mid_94075,vivo,vivo iqoo3,Android 10.0,good_list,15131,1,2020-06-14
mid_271244,Xiaomi,Xiaomi Mix2 ,Android 11.0,mine,6929,1,2020-06-14
mid_385711,Sumsung,Sumsung Galaxy S20,Android 11.0,login,12460,1,2020-06-14
mid_248267,Huawei,Huawei Mate 30,Android 11.0,search,10618,1,2020-06-14
mid_233475,Xiaomi,Xiaomi 10 Pro ,Android 9.0,payment,9207,1,2020-06-14
mid_73498,iPhone,iPhone Xs Max,iOS 13.3.1,payment,7978,1,2020-06-14
mid_820668,Xiaomi,Xiaomi 10 Pro ,Android 11.0,register,2042,1,2020-06-14
mid_713384,Redmi,Redmi k30,Android 8.1,home,5987,1,2020-06-14
mid_236937,iPhone,iPhone X,iOS 13.3.1,cart,12416,1,2020-06-14
mid_805461,Xiaomi,Xiaomi 9,Android 11.0,payment,14439,1,2020-06-14
mid_643319,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,15518,1,2020-06-14
mid_750432,iPhone,iPhone X,iOS 12.4.1,trade,5700,1,2020-06-14
mid_841336,iPhone,iPhone Xs Max,iOS 13.3.1,trade,1712,1,2020-06-14
mid_265440,Xiaomi,Xiaomi 10 Pro ,Android 10.0,home,19540,1,2020-06-14
mid_948589,iPhone,iPhone 8,iOS 13.2.9,payment,18318,1,2020-06-14
mid_366705,vivo,vivo iqoo3,Android 11.0,search,6452,1,2020-06-14
mid_348869,Oneplus,Oneplus 7,Android 11.0,home,8048,1,2020-06-14
mid_81367,Xiaomi,Xiaomi Mix2 ,Android 8.1,trade,2321,1,2020-06-14
mid_603717,Xiaomi,Xiaomi 9,Android 11.0,good_detail,14632,1,2020-06-14
mid_668822,iPhone,iPhone Xs Max,iOS 13.2.3,good_detail,23592,2,2020-06-14
mid_842896,Xiaomi,Xiaomi Mix2 ,Android 10.0,payment,7390,1,2020-06-14
mid_803497,iPhone,iPhone Xs,iOS 13.2.3,payment,11252,1,2020-06-14
mid_297147,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,12985,1,2020-06-14
mid_871147,Xiaomi,Xiaomi 9,Android 11.0,home,4497,1,2020-06-14
mid_203904,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_detail,33883,2,2020-06-14
mid_404809,Oneplus,Oneplus 7,Android 11.0,payment,15765,1,2020-06-14
mid_285818,iPhone,iPhone Xs,iOS 13.2.9,search,12213,1,2020-06-14
mid_575214,vivo,vivo iqoo3,Android 9.0,good_list,12603,1,2020-06-14
mid_292601,iPhone,iPhone Xs Max,iOS 13.3.1,search,8395,1,2020-06-14
mid_356598,Honor,Honor 20s,Android 10.0,login,1505,1,2020-06-14
mid_181797,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,8240,1,2020-06-14
mid_906849,Xiaomi,Xiaomi 10 Pro ,Android 10.0,home,5474,1,2020-06-14
mid_574129,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,6359,1,2020-06-14
mid_378576,Xiaomi,Xiaomi 10 Pro ,Android 10.0,home,8221,1,2020-06-14
mid_81367,Xiaomi,Xiaomi Mix2 ,Android 8.1,login,16665,1,2020-06-14
mid_574129,Xiaomi,Xiaomi 10 Pro ,Android 11.0,login,9987,1,2020-06-14
mid_282399,Xiaomi,Xiaomi Mix2 ,Android 11.0,cart,10502,1,2020-06-14
mid_663869,iPhone,iPhone Xs Max,iOS 13.2.9,cart,18309,1,2020-06-14
mid_961722,Oneplus,Oneplus 7,Android 11.0,login,8331,1,2020-06-14
mid_233475,Xiaomi,Xiaomi 10 Pro ,Android 9.0,home,7990,1,2020-06-14
mid_181797,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_list,15806,1,2020-06-14
mid_6116,iPhone,iPhone Xs Max,iOS 13.3.1,good_detail,9684,1,2020-06-14
mid_166464,Xiaomi,Xiaomi Mix2 ,Android 10.0,good_detail,20980,2,2020-06-14
mid_292601,iPhone,iPhone Xs Max,iOS 13.3.1,cart,6011,1,2020-06-14
mid_307396,Redmi,Redmi k30,Android 11.0,good_detail,17242,1,2020-06-14
mid_259690,Xiaomi,Xiaomi 9,Android 11.0,home,13954,1,2020-06-14
mid_295257,Xiaomi,Xiaomi 9,Android 10.0,mine,11469,1,2020-06-14
mid_847145,iPhone,iPhone Xs Max,iOS 13.3.1,good_detail,14234,1,2020-06-14
mid_842896,Xiaomi,Xiaomi Mix2 ,Android 10.0,good_list,7823,1,2020-06-14
mid_663869,iPhone,iPhone Xs Max,iOS 13.2.9,good_detail,26205,2,2020-06-14
mid_263345,Xiaomi,Xiaomi 10 Pro ,Android 11.0,mine,19014,1,2020-06-14
mid_161048,iPhone,iPhone X,iOS 13.3.1,home,4588,1,2020-06-14
mid_52195,iPhone,iPhone X,iOS 13.2.3,trade,2869,1,2020-06-14
mid_168913,iPhone,iPhone X,iOS 13.3.1,trade,4936,1,2020-06-14
mid_347093,Xiaomi,Xiaomi 10 Pro ,Android 11.0,register,10337,1,2020-06-14
mid_425564,iPhone,iPhone 8,iOS 13.3.1,login,7423,1,2020-06-14
mid_269380,Xiaomi,Xiaomi 9,Android 11.0,search,19634,1,2020-06-14
mid_802469,Xiaomi,Xiaomi 9,Android 11.0,cart,9609,1,2020-06-14
mid_911477,Honor,Honor 20s,Android 9.0,payment,11211,1,2020-06-14
mid_21411,iPhone,iPhone Xs,iOS 13.2.3,home,1576,1,2020-06-14
mid_353733,vivo,vivo iqoo3,Android 11.0,payment,17598,1,2020-06-14
mid_740318,Huawei,Huawei P30,Android 11.0,cart,6982,1,2020-06-14
mid_713384,Redmi,Redmi k30,Android 8.1,good_list,6837,1,2020-06-14
mid_265440,Xiaomi,Xiaomi 10 Pro ,Android 10.0,good_detail,3910,1,2020-06-14
mid_89929,Xiaomi,Xiaomi 9,Android 11.0,trade,10728,1,2020-06-14
mid_841336,iPhone,iPhone Xs Max,iOS 13.3.1,register,19141,1,2020-06-14
mid_512550,Sumsung,Sumsung Galaxy S20,Android 11.0,trade,17255,1,2020-06-14
mid_406739,Xiaomi,Xiaomi Mix2 ,Android 11.0,mine,14890,1,2020-06-14
mid_556385,Xiaomi,Xiaomi 9,Android 11.0,good_detail,33306,2,2020-06-14
mid_643897,iPhone,iPhone 8,iOS 13.3.1,home,9301,2,2020-06-14
mid_54840,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,6625,1,2020-06-14
mid_739831,iPhone,iPhone Xs,iOS 13.3.1,good_list,5224,1,2020-06-14
mid_871147,Xiaomi,Xiaomi 9,Android 11.0,good_detail,14682,1,2020-06-14
mid_645338,Xiaomi,Xiaomi Mix2 ,Android 10.0,good_detail,10949,1,2020-06-14
mid_645338,Xiaomi,Xiaomi Mix2 ,Android 10.0,home,24213,2,2020-06-14
mid_466033,Xiaomi,Xiaomi Mix2 ,Android 11.0,search,2656,1,2020-06-14
mid_593748,Oneplus,Oneplus 7,Android 11.0,good_detail,4464,1,2020-06-14
mid_300061,iPhone,iPhone Xs Max,iOS 13.2.9,trade,12569,1,2020-06-14
mid_941313,Xiaomi,Xiaomi 9,Android 11.0,login,9768,1,2020-06-14
mid_313726,iPhone,iPhone Xs,iOS 13.3.1,good_list,13184,1,2020-06-14
mid_145732,Redmi,Redmi k30,Android 11.0,home,13590,1,2020-06-14
mid_82292,vivo,vivo iqoo3,Android 11.0,good_detail,17708,2,2020-06-14
mid_776507,iPhone,iPhone 8,iOS 13.3.1,good_list,1821,1,2020-06-14
mid_49530,Xiaomi,Xiaomi Mix2 ,Android 11.0,trade,3224,1,2020-06-14
mid_634679,Redmi,Redmi k30,Android 11.0,home,14656,1,2020-06-14
mid_606239,iPhone,iPhone 8,iOS 13.3.1,trade,18086,1,2020-06-14
mid_63197,Xiaomi,Xiaomi 10 Pro ,Android 9.0,home,19273,1,2020-06-14
mid_681084,Xiaomi,Xiaomi Mix2 ,Android 11.0,trade,10877,1,2020-06-14
mid_694565,iPhone,iPhone 8,iOS 13.3.1,payment,10987,1,2020-06-14
mid_256454,Xiaomi,Xiaomi 9,Android 11.0,home,15477,1,2020-06-14
mid_786210,Huawei,Huawei Mate 30,Android 11.0,home,15160,1,2020-06-14
mid_766277,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,13319,2,2020-06-14
mid_331388,iPhone,iPhone 8,iOS 12.4.1,good_detail,12880,1,2020-06-14
mid_590512,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,2821,1,2020-06-14
mid_605838,vivo,vivo iqoo3,Android 11.0,good_list,17827,1,2020-06-14
mid_804087,Xiaomi,Xiaomi 9,Android 11.0,good_detail,24087,2,2020-06-14
mid_266408,vivo,vivo iqoo3,Android 11.0,cart,7424,1,2020-06-14
mid_216886,iPhone,iPhone Xs Max,iOS 13.2.9,login,12683,1,2020-06-14
mid_804087,Xiaomi,Xiaomi 9,Android 11.0,register,7080,1,2020-06-14
mid_850568,Oneplus,Oneplus 7,Android 11.0,good_detail,9499,1,2020-06-14
mid_859073,Xiaomi,Xiaomi 10 Pro ,Android 9.0,home,9264,1,2020-06-14
mid_102912,vivo,vivo iqoo3,Android 8.1,home,3161,1,2020-06-14
mid_18461,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,4276,1,2020-06-14
mid_810380,iPhone,iPhone Xs Max,iOS 13.2.9,payment,2603,1,2020-06-14
mid_584431,Xiaomi,Xiaomi 9,Android 11.0,good_detail,12204,1,2020-06-14
mid_353733,vivo,vivo iqoo3,Android 11.0,login,12039,1,2020-06-14
mid_498775,Huawei,Huawei Mate 30,Android 11.0,payment,12548,1,2020-06-14
mid_200292,Xiaomi,Xiaomi 9,Android 10.0,home,15861,1,2020-06-14
mid_295257,Xiaomi,Xiaomi 9,Android 10.0,comment,9572,1,2020-06-14
mid_412165,iPhone,iPhone Xs Max,iOS 13.2.9,good_detail,11621,1,2020-06-14
mid_383672,Honor,Honor 20s,Android 11.0,home,14516,1,2020-06-14
mid_930962,Xiaomi,Xiaomi 10 Pro ,Android 10.0,home,8946,1,2020-06-14
mid_547535,iPhone,iPhone Xs Max,iOS 13.3.1,comment,11331,1,2020-06-14
mid_55209,iPhone,iPhone Xs,iOS 12.4.1,mine,13350,1,2020-06-14
mid_759465,iPhone,iPhone X,iOS 13.3.1,mine,15118,1,2020-06-14
mid_87553,Xiaomi,Xiaomi Mix2 ,Android 11.0,cart,3494,1,2020-06-14
mid_952217,vivo,vivo iqoo3,Android 10.0,login,15550,1,2020-06-14
mid_755931,iPhone,iPhone Xs,iOS 13.3.1,payment,12995,1,2020-06-14
mid_434448,vivo,vivo iqoo3,Android 11.0,good_detail,6159,1,2020-06-14
mid_493818,Huawei,Huawei Mate 30,Android 11.0,good_detail,15028,2,2020-06-14
mid_160600,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,1948,1,2020-06-14
mid_456101,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_list,19720,1,2020-06-14
mid_853715,Xiaomi,Xiaomi 10 Pro ,Android 10.0,trade,7775,1,2020-06-14
mid_262094,Oneplus,Oneplus 7,Android 11.0,cart,16944,1,2020-06-14
mid_256146,Xiaomi,Xiaomi 9,Android 11.0,payment,12437,1,2020-06-14
mid_667358,Xiaomi,Xiaomi 9,Android 10.0,good_list,6358,1,2020-06-14
mid_170887,Huawei,Huawei P30,Android 11.0,payment,16161,1,2020-06-14
mid_721760,Honor,Honor 20s,Android 9.0,payment,1792,1,2020-06-14
mid_668009,Xiaomi,Xiaomi Mix2 ,Android 10.0,orders_unpaid,12489,1,2020-06-14
mid_869416,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,11742,1,2020-06-14
mid_426894,Xiaomi,Xiaomi 9,Android 9.0,search,5675,1,2020-06-14
mid_681077,Honor,Honor 20s,Android 11.0,good_detail,3938,1,2020-06-14
mid_961722,Oneplus,Oneplus 7,Android 11.0,good_detail,22540,2,2020-06-14
mid_635512,Huawei,Huawei Mate 30,Android 11.0,home,6064,1,2020-06-14
mid_198722,vivo,vivo iqoo3,Android 10.0,home,5711,1,2020-06-14
mid_340499,iPhone,iPhone X,iOS 13.2.9,search,3689,1,2020-06-14
mid_532540,Huawei,Huawei P30,Android 11.0,home,15032,1,2020-06-14
mid_14568,vivo,vivo iqoo3,Android 11.0,good_list,18863,1,2020-06-14
mid_835022,Xiaomi,Xiaomi 10 Pro ,Android 10.0,home,17298,1,2020-06-14
mid_167841,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_list,9066,1,2020-06-14
mid_73498,iPhone,iPhone Xs Max,iOS 13.3.1,search,13456,1,2020-06-14
mid_741970,Xiaomi,Xiaomi 9,Android 8.1,good_list,19882,1,2020-06-14
mid_167139,iPhone,iPhone Xs Max,iOS 13.2.9,good_list,12229,1,2020-06-14
mid_423916,Xiaomi,Xiaomi Mix2 ,Android 10.0,home,1650,1,2020-06-14
mid_292601,iPhone,iPhone Xs Max,iOS 13.3.1,login,5017,1,2020-06-14
mid_924530,iPhone,iPhone Xs Max,iOS 13.2.3,good_detail,21149,2,2020-06-14
mid_283918,Xiaomi,Xiaomi 9,Android 11.0,trade,9175,1,2020-06-14
mid_11028,Xiaomi,Xiaomi 10 Pro ,Android 11.0,mine,15990,1,2020-06-14
mid_853715,Xiaomi,Xiaomi 10 Pro ,Android 10.0,home,12731,1,2020-06-14
mid_56429,Huawei,Huawei Mate 30,Android 11.0,good_spec,17666,1,2020-06-14
mid_511868,Redmi,Redmi k30,Android 11.0,search,7728,1,2020-06-14
mid_167139,iPhone,iPhone Xs Max,iOS 13.2.9,trade,10057,1,2020-06-14
mid_827610,iPhone,iPhone Xs,iOS 13.2.3,mine,2969,1,2020-06-14
mid_295257,Xiaomi,Xiaomi 9,Android 10.0,orders_unpaid,8683,1,2020-06-14
mid_635512,Huawei,Huawei Mate 30,Android 11.0,cart,4693,1,2020-06-14
mid_606239,iPhone,iPhone 8,iOS 13.3.1,register,1920,1,2020-06-14
mid_262094,Oneplus,Oneplus 7,Android 11.0,payment,5471,1,2020-06-14
mid_366705,vivo,vivo iqoo3,Android 11.0,login,10567,1,2020-06-14
mid_426894,Xiaomi,Xiaomi 9,Android 9.0,login,3580,1,2020-06-14
mid_432871,iPhone,iPhone Xs Max,iOS 13.2.9,home,14034,1,2020-06-14
mid_329671,iPhone,iPhone Xs Max,iOS 13.3.1,login,14538,1,2020-06-14
mid_834684,iPhone,iPhone X,iOS 13.3.1,cart,19834,1,2020-06-14
mid_53557,Xiaomi,Xiaomi Mix2 ,Android 10.0,payment,5032,1,2020-06-14
mid_961722,Oneplus,Oneplus 7,Android 11.0,cart,16314,1,2020-06-14
mid_2997,iPhone,iPhone X,iOS 13.2.9,good_list,19221,1,2020-06-14
mid_642376,Xiaomi,Xiaomi Mix2 ,Android 10.0,home,5655,1,2020-06-14
mid_703519,iPhone,iPhone Xs Max,iOS 13.3.1,payment,11036,1,2020-06-14
mid_906849,Xiaomi,Xiaomi 10 Pro ,Android 10.0,trade,13400,1,2020-06-14
mid_645338,Xiaomi,Xiaomi Mix2 ,Android 10.0,comment,14202,1,2020-06-14
mid_484460,Huawei,Huawei P30,Android 11.0,good_detail,14809,1,2020-06-14
mid_498775,Huawei,Huawei Mate 30,Android 11.0,orders_unpaid,10040,1,2020-06-14
mid_646743,iPhone,iPhone 8,iOS 13.2.9,cart,9298,1,2020-06-14
mid_203904,Xiaomi,Xiaomi Mix2 ,Android 11.0,trade,13809,1,2020-06-14
mid_348869,Oneplus,Oneplus 7,Android 11.0,trade,2693,1,2020-06-14
mid_648588,iPhone,iPhone Xs,iOS 13.3.1,home,2251,1,2020-06-14
mid_869416,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,2979,1,2020-06-14
mid_412165,iPhone,iPhone Xs Max,iOS 13.2.9,trade,6809,1,2020-06-14
mid_231033,Xiaomi,Xiaomi 9,Android 11.0,search,15319,1,2020-06-14
mid_860997,Huawei,Huawei P30,Android 11.0,cart,10696,1,2020-06-14
mid_892162,iPhone,iPhone X,iOS 13.3.1,search,17932,1,2020-06-14
mid_687994,iPhone,iPhone Xs,iOS 13.2.9,good_detail,17108,1,2020-06-14
mid_567781,iPhone,iPhone Xs,iOS 13.3.1,good_list,2197,1,2020-06-14
mid_941313,Xiaomi,Xiaomi 9,Android 11.0,search,9247,1,2020-06-14
mid_850292,Xiaomi,Xiaomi 9,Android 10.0,trade,6918,1,2020-06-14
mid_635512,Huawei,Huawei Mate 30,Android 11.0,register,2791,1,2020-06-14
mid_167841,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,3792,1,2020-06-14
mid_354106,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_list,7010,1,2020-06-14
mid_788808,Xiaomi,Xiaomi 10 Pro ,Android 10.0,login,9252,1,2020-06-14
mid_425564,iPhone,iPhone 8,iOS 13.3.1,cart,9824,1,2020-06-14
mid_38556,Xiaomi,Xiaomi 9,Android 10.0,search,9801,1,2020-06-14
mid_398696,Redmi,Redmi k30,Android 10.0,home,4447,1,2020-06-14
mid_119039,iPhone,iPhone Xs,iOS 13.2.9,login,7999,1,2020-06-14
mid_480813,Xiaomi,Xiaomi 10 Pro ,Android 11.0,orders_unpaid,18210,1,2020-06-14
mid_842303,Xiaomi,Xiaomi 9,Android 11.0,good_detail,15403,2,2020-06-14
mid_526478,vivo,vivo iqoo3,Android 11.0,good_spec,17936,1,2020-06-14
mid_663869,iPhone,iPhone Xs Max,iOS 13.2.9,good_list,1965,1,2020-06-14
mid_347093,Xiaomi,Xiaomi 10 Pro ,Android 11.0,cart,7471,1,2020-06-14
mid_313726,iPhone,iPhone Xs,iOS 13.3.1,home,3097,1,2020-06-14
mid_859073,Xiaomi,Xiaomi 10 Pro ,Android 9.0,mine,11301,1,2020-06-14
mid_756104,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_detail,14398,2,2020-06-14
mid_363179,iPhone,iPhone Xs,iOS 13.2.9,good_list,6931,1,2020-06-14
mid_412142,Huawei,Huawei P30,Android 11.0,trade,3065,1,2020-06-14
mid_776507,iPhone,iPhone 8,iOS 13.3.1,trade,5519,1,2020-06-14
mid_946143,Xiaomi,Xiaomi Mix2 ,Android 11.0,trade,13461,1,2020-06-14
mid_181797,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,18270,2,2020-06-14
mid_526478,vivo,vivo iqoo3,Android 11.0,home,2292,1,2020-06-14
mid_182409,Oneplus,Oneplus 7,Android 8.1,trade,16857,1,2020-06-14
mid_432871,iPhone,iPhone Xs Max,iOS 13.2.9,cart,5281,1,2020-06-14
mid_995171,iPhone,iPhone Xs,iOS 13.2.3,home,9873,1,2020-06-14
mid_184672,iPhone,iPhone Xs,iOS 13.3.1,payment,5512,1,2020-06-14
mid_948589,iPhone,iPhone 8,iOS 13.2.9,good_spec,4554,1,2020-06-14
mid_331388,iPhone,iPhone 8,iOS 12.4.1,home,14887,1,2020-06-14
mid_936689,iPhone,iPhone Xs,iOS 13.2.9,trade,9996,1,2020-06-14
mid_111142,Sumsung,Sumsung Galaxy S20,Android 11.0,home,2680,1,2020-06-14
mid_170023,Oneplus,Oneplus 7,Android 11.0,trade,3096,1,2020-06-14
mid_481524,iPhone,iPhone X,iOS 13.3.1,search,8012,1,2020-06-14
mid_813318,iPhone,iPhone Xs,iOS 13.3.1,login,18060,1,2020-06-14
mid_56429,Huawei,Huawei Mate 30,Android 11.0,payment,16355,1,2020-06-14
mid_396865,Huawei,Huawei Mate 30,Android 10.0,search,17285,1,2020-06-14
mid_978807,Oneplus,Oneplus 7,Android 10.0,good_list,17892,1,2020-06-14
mid_741970,Xiaomi,Xiaomi 9,Android 8.1,register,13461,1,2020-06-14
mid_289524,iPhone,iPhone X,iOS 13.3.1,mine,5931,1,2020-06-14
mid_292601,iPhone,iPhone Xs Max,iOS 13.3.1,home,11853,1,2020-06-14
mid_231033,Xiaomi,Xiaomi 9,Android 11.0,good_list,13007,1,2020-06-14
mid_266356,Xiaomi,Xiaomi 10 Pro ,Android 11.0,search,11804,1,2020-06-14
mid_681084,Xiaomi,Xiaomi Mix2 ,Android 11.0,search,12766,1,2020-06-14
mid_668009,Xiaomi,Xiaomi Mix2 ,Android 10.0,trade,11210,1,2020-06-14
mid_18461,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,13982,1,2020-06-14
mid_735524,Xiaomi,Xiaomi Mix2 ,Android 8.1,good_detail,4621,1,2020-06-14
mid_810380,iPhone,iPhone Xs Max,iOS 13.2.9,trade,15049,1,2020-06-14
mid_393930,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,8850,1,2020-06-14
mid_770456,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_spec,12672,1,2020-06-14
mid_980402,Huawei,Huawei P30,Android 11.0,good_detail,25642,2,2020-06-14
mid_750569,Oneplus,Oneplus 7,Android 9.0,cart,17734,1,2020-06-14
mid_63995,iPhone,iPhone Xs Max,iOS 13.2.9,home,8561,1,2020-06-14
mid_812468,Xiaomi,Xiaomi Mix2 ,Android 11.0,cart,5663,1,2020-06-14
mid_668822,iPhone,iPhone Xs Max,iOS 13.2.3,login,18496,1,2020-06-14
mid_356652,Honor,Honor 20s,Android 11.0,register,15676,1,2020-06-14
mid_785268,Huawei,Huawei Mate 30,Android 10.0,good_spec,14346,1,2020-06-14
mid_776507,iPhone,iPhone 8,iOS 13.3.1,good_detail,5399,2,2020-06-14
mid_72753,Xiaomi,Xiaomi Mix2 ,Android 11.0,search,17283,1,2020-06-14
mid_515485,iPhone,iPhone X,iOS 12.4.1,login,1887,1,2020-06-14
mid_685016,iPhone,iPhone X,iOS 13.3.1,home,3190,1,2020-06-14
mid_667358,Xiaomi,Xiaomi 9,Android 10.0,good_detail,20836,2,2020-06-14
mid_388995,Xiaomi,Xiaomi 10 Pro ,Android 10.0,cart,8740,1,2020-06-14
mid_237135,vivo,vivo iqoo3,Android 11.0,payment,9264,1,2020-06-14
mid_145732,Redmi,Redmi k30,Android 11.0,login,3434,1,2020-06-14
mid_434692,iPhone,iPhone Xs,iOS 13.2.3,cart,14724,1,2020-06-14
mid_726758,iPhone,iPhone X,iOS 13.3.1,search,13423,1,2020-06-14
mid_755931,iPhone,iPhone Xs,iOS 13.3.1,register,5693,1,2020-06-14
mid_341014,Xiaomi,Xiaomi Mix2 ,Android 10.0,mine,13527,1,2020-06-14
mid_216886,iPhone,iPhone Xs Max,iOS 13.2.9,payment,15057,1,2020-06-14
mid_73035,Huawei,Huawei P30,Android 10.0,login,19238,1,2020-06-14
mid_231033,Xiaomi,Xiaomi 9,Android 11.0,cart,7918,1,2020-06-14
mid_427167,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,13443,1,2020-06-14
mid_978807,Oneplus,Oneplus 7,Android 10.0,search,12614,1,2020-06-14
mid_786210,Huawei,Huawei Mate 30,Android 11.0,payment,8321,1,2020-06-14
mid_960931,Xiaomi,Xiaomi 9,Android 11.0,good_list,8766,1,2020-06-14
mid_266408,vivo,vivo iqoo3,Android 11.0,trade,7836,1,2020-06-14
mid_756104,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_list,6288,1,2020-06-14
mid_283918,Xiaomi,Xiaomi 9,Android 11.0,login,8696,1,2020-06-14
mid_980402,Huawei,Huawei P30,Android 11.0,good_list,8860,1,2020-06-14
mid_128199,Honor,Honor 20s,Android 11.0,trade,8689,1,2020-06-14
mid_907210,Huawei,Huawei Mate 30,Android 8.1,good_detail,14993,1,2020-06-14
mid_773467,Xiaomi,Xiaomi 10 Pro ,Android 10.0,mine,19404,1,2020-06-14
mid_353733,vivo,vivo iqoo3,Android 11.0,trade,12126,1,2020-06-14
mid_772925,Xiaomi,Xiaomi 10 Pro ,Android 8.1,trade,13196,1,2020-06-14
mid_227439,Honor,Honor 20s,Android 11.0,home,3975,1,2020-06-14
mid_94075,vivo,vivo iqoo3,Android 10.0,home,1987,1,2020-06-14
mid_23052,iPhone,iPhone X,iOS 13.2.9,search,5761,1,2020-06-14
mid_847145,iPhone,iPhone Xs Max,iOS 13.3.1,trade,15839,1,2020-06-14
mid_839136,iPhone,iPhone Xs Max,iOS 13.2.9,good_detail,18223,1,2020-06-14
mid_87553,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_detail,9891,1,2020-06-14
mid_618742,Xiaomi,Xiaomi 9,Android 11.0,payment,17672,1,2020-06-14
mid_488360,iPhone,iPhone Xs Max,iOS 13.3.1,orders_unpaid,8173,1,2020-06-14
mid_527572,iPhone,iPhone 8,iOS 13.2.3,cart,5674,1,2020-06-14
mid_678594,Xiaomi,Xiaomi 9,Android 11.0,home,19049,1,2020-06-14
mid_740318,Huawei,Huawei P30,Android 11.0,trade,13069,1,2020-06-14
mid_803497,iPhone,iPhone Xs,iOS 13.2.3,search,6062,1,2020-06-14
mid_924530,iPhone,iPhone Xs Max,iOS 13.2.3,payment,10733,1,2020-06-14
mid_6625,iPhone,iPhone 8,iOS 13.3.1,trade,14572,1,2020-06-14
mid_975242,Oneplus,Oneplus 7,Android 11.0,good_detail,25718,2,2020-06-14
mid_60124,iPhone,iPhone 8,iOS 13.3.1,cart,4948,1,2020-06-14
mid_495031,iPhone,iPhone Xs Max,iOS 13.2.3,comment,13232,1,2020-06-14
mid_955794,Xiaomi,Xiaomi Mix2 ,Android 10.0,trade,12357,1,2020-06-14
mid_542718,Xiaomi,Xiaomi 9,Android 9.0,good_list,10475,1,2020-06-14
mid_493818,Huawei,Huawei Mate 30,Android 11.0,login,11335,1,2020-06-14
mid_699098,iPhone,iPhone Xs,iOS 13.3.1,payment,3462,1,2020-06-14
mid_703519,iPhone,iPhone Xs Max,iOS 13.3.1,trade,6532,1,2020-06-14
mid_486426,Redmi,Redmi k30,Android 10.0,good_detail,9274,1,2020-06-14
mid_532540,Huawei,Huawei P30,Android 11.0,trade,3436,1,2020-06-14
mid_452562,Huawei,Huawei Mate 30,Android 11.0,good_spec,10265,1,2020-06-14
mid_526478,vivo,vivo iqoo3,Android 11.0,good_detail,15263,1,2020-06-14
mid_222870,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_spec,6512,1,2020-06-14
mid_839136,iPhone,iPhone Xs Max,iOS 13.2.9,good_list,19945,1,2020-06-14
mid_981821,Xiaomi,Xiaomi 10 Pro ,Android 10.0,trade,1882,1,2020-06-14
mid_21411,iPhone,iPhone Xs,iOS 13.2.3,cart,6696,1,2020-06-14
mid_542718,Xiaomi,Xiaomi 9,Android 9.0,payment,7993,1,2020-06-14
mid_713714,Xiaomi,Xiaomi 10 Pro ,Android 8.1,mine,18906,1,2020-06-14
mid_529623,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_list,16991,1,2020-06-14
mid_526478,vivo,vivo iqoo3,Android 11.0,comment,11435,1,2020-06-14
mid_642376,Xiaomi,Xiaomi Mix2 ,Android 10.0,good_list,7120,1,2020-06-14
mid_366705,vivo,vivo iqoo3,Android 11.0,home,18176,1,2020-06-14
mid_685016,iPhone,iPhone X,iOS 13.3.1,payment,2118,1,2020-06-14
