mid_id,brand,model,operate_system,page_id,during_time_7d,view_count_7d,during_time_30d,view_count_30d,dt
mid_847145,iPhone,iPhone Xs Max,iOS 13.3.1,cart,13426,1,13426,1,2020-06-14
mid_547535,iPhone,iPhone Xs Max,iOS 13.3.1,mine,2187,1,2187,1,2020-06-14
mid_614796,Oneplus,Oneplus 7,Android 10.0,good_detail,1720,1,1720,1,2020-06-14
mid_112097,Xiaomi,Xiaomi 9,Android 8.1,cart,17686,1,17686,1,2020-06-14
mid_788808,Xiaomi,Xiaomi 10 Pro ,Android 10.0,good_list,3358,1,3358,1,2020-06-14
mid_542718,Xiaomi,Xiaomi 9,Android 9.0,good_list,10475,1,10475,1,2020-06-14
mid_820668,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,7598,1,7598,1,2020-06-14
mid_834048,vivo,vivo iqoo3,Android 11.0,payment,5914,1,5914,1,2020-06-14
mid_850568,Oneplus,Oneplus 7,Android 11.0,cart,1248,1,1248,1,2020-06-14
mid_226014,Xiaomi,Xiaomi Mix2 ,Android 9.0,home,16462,1,16462,1,2020-06-14
mid_835022,Xiaomi,Xiaomi 10 Pro ,Android 10.0,good_list,14176,1,14176,1,2020-06-14
mid_49943,iPhone,iPhone 8,iOS 13.3.1,search,10100,1,10100,1,2020-06-14
mid_55209,iPhone,iPhone Xs,iOS 12.4.1,orders_unpaid,7655,1,7655,1,2020-06-14
mid_94075,vivo,vivo iqoo3,Android 10.0,payment,6517,1,6517,1,2020-06-14
mid_140673,iPhone,iPhone Xs Max,iOS 13.3.1,home,7663,1,7663,1,2020-06-14
mid_681011,Xiaomi,Xiaomi 9,Android 8.1,home,3375,1,3375,1,2020-06-14
mid_307674,Xiaomi,Xiaomi 9,Android 11.0,mine,6872,1,6872,1,2020-06-14
mid_278655,iPhone,iPhone Xs Max,iOS 13.2.3,home,32609,2,32609,2,2020-06-14
mid_575214,vivo,vivo iqoo3,Android 9.0,payment,14762,1,14762,1,2020-06-14
mid_529623,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,12188,2,12188,2,2020-06-14
mid_269442,iPhone,iPhone X,iOS 13.3.1,search,6454,1,6454,1,2020-06-14
mid_739831,iPhone,iPhone Xs,iOS 13.3.1,search,13523,1,13523,1,2020-06-14
mid_233475,Xiaomi,Xiaomi 10 Pro ,Android 9.0,home,7990,1,7990,1,2020-06-14
mid_632934,Oneplus,Oneplus 7,Android 11.0,good_spec,8963,1,8963,1,2020-06-14
mid_930962,Xiaomi,Xiaomi 10 Pro ,Android 10.0,good_list,5219,1,5219,1,2020-06-14
mid_354106,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,12736,2,12736,2,2020-06-14
mid_525006,iPhone,iPhone Xs,iOS 13.3.1,trade,17642,1,17642,1,2020-06-14
mid_802469,Xiaomi,Xiaomi 9,Android 11.0,cart,9609,1,9609,1,2020-06-14
mid_341014,Xiaomi,Xiaomi Mix2 ,Android 10.0,mine,13527,1,13527,1,2020-06-14
mid_788808,Xiaomi,Xiaomi 10 Pro ,Android 10.0,home,2446,1,2446,1,2020-06-14
mid_803497,iPhone,iPhone Xs,iOS 13.2.3,login,9879,1,9879,1,2020-06-14
mid_366705,vivo,vivo iqoo3,Android 11.0,search,6452,1,6452,1,2020-06-14
mid_63197,Xiaomi,Xiaomi 10 Pro ,Android 9.0,home,19273,1,19273,1,2020-06-14
mid_625994,Xiaomi,Xiaomi 10 Pro ,Android 10.0,good_list,8239,1,8239,1,2020-06-14
mid_978807,Oneplus,Oneplus 7,Android 10.0,good_detail,31074,2,31074,2,2020-06-14
mid_107961,Xiaomi,Xiaomi Mix2 ,Android 10.0,good_detail,7835,1,7835,1,2020-06-14
mid_167841,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_list,9066,1,9066,1,2020-06-14
mid_21411,iPhone,iPhone Xs,iOS 13.2.3,cart,6696,1,6696,1,2020-06-14
mid_694565,iPhone,iPhone 8,iOS 13.3.1,trade,8610,1,8610,1,2020-06-14
mid_426894,Xiaomi,Xiaomi 9,Android 9.0,search,5675,1,5675,1,2020-06-14
mid_236937,iPhone,iPhone X,iOS 13.3.1,good_list,10610,1,10610,1,2020-06-14
mid_623769,iPhone,iPhone Xs Max,iOS 13.2.3,good_list,1874,1,1874,1,2020-06-14
mid_289524,iPhone,iPhone X,iOS 13.3.1,mine,5931,1,5931,1,2020-06-14
mid_486426,Redmi,Redmi k30,Android 10.0,good_detail,9274,1,9274,1,2020-06-14
mid_191306,Xiaomi,Xiaomi 9,Android 11.0,login,1671,1,1671,1,2020-06-14
mid_385711,Sumsung,Sumsung Galaxy S20,Android 11.0,home,7020,1,7020,1,2020-06-14
mid_440417,iPhone,iPhone Xs,iOS 13.3.1,home,19729,1,19729,1,2020-06-14
mid_307674,Xiaomi,Xiaomi 9,Android 11.0,orders_unpaid,4148,1,4148,1,2020-06-14
mid_756104,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_detail,14398,2,14398,2,2020-06-14
mid_813318,iPhone,iPhone Xs,iOS 13.3.1,good_list,9566,1,9566,1,2020-06-14
mid_812468,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_list,2076,1,2076,1,2020-06-14
mid_398696,Redmi,Redmi k30,Android 10.0,good_detail,3975,1,3975,1,2020-06-14
mid_588471,Xiaomi,Xiaomi 9,Android 8.1,trade,6378,1,6378,1,2020-06-14
mid_347093,Xiaomi,Xiaomi 10 Pro ,Android 11.0,cart,7471,1,7471,1,2020-06-14
mid_603717,Xiaomi,Xiaomi 9,Android 11.0,home,2391,1,2391,1,2020-06-14
mid_350212,iPhone,iPhone 8,iOS 13.3.1,payment,15186,1,15186,1,2020-06-14
mid_824664,iPhone,iPhone X,iOS 13.3.1,orders_unpaid,5680,1,5680,1,2020-06-14
mid_952217,vivo,vivo iqoo3,Android 10.0,search,6368,1,6368,1,2020-06-14
mid_835022,Xiaomi,Xiaomi 10 Pro ,Android 10.0,login,12163,1,12163,1,2020-06-14
mid_81367,Xiaomi,Xiaomi Mix2 ,Android 8.1,good_list,10417,1,10417,1,2020-06-14
mid_200292,Xiaomi,Xiaomi 9,Android 10.0,home,15861,1,15861,1,2020-06-14
mid_911477,Honor,Honor 20s,Android 9.0,cart,5918,1,5918,1,2020-06-14
mid_191306,Xiaomi,Xiaomi 9,Android 11.0,search,8118,1,8118,1,2020-06-14
mid_94075,vivo,vivo iqoo3,Android 10.0,home,1987,1,1987,1,2020-06-14
mid_763219,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,10542,1,10542,1,2020-06-14
mid_27278,iPhone,iPhone X,iOS 13.3.1,cart,17689,1,17689,1,2020-06-14
mid_681084,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_detail,16696,2,16696,2,2020-06-14
mid_735524,Xiaomi,Xiaomi Mix2 ,Android 8.1,good_list,19261,1,19261,1,2020-06-14
mid_643897,iPhone,iPhone 8,iOS 13.3.1,good_detail,11971,1,11971,1,2020-06-14
mid_547124,iPhone,iPhone Xs Max,iOS 13.3.1,good_list,15456,1,15456,1,2020-06-14
mid_593748,Oneplus,Oneplus 7,Android 11.0,good_detail,4464,1,4464,1,2020-06-14
mid_107961,Xiaomi,Xiaomi Mix2 ,Android 10.0,good_list,12935,1,12935,1,2020-06-14
mid_269380,Xiaomi,Xiaomi 9,Android 11.0,cart,8792,1,8792,1,2020-06-14
mid_755931,iPhone,iPhone Xs,iOS 13.3.1,home,4678,1,4678,1,2020-06-14
mid_668009,Xiaomi,Xiaomi Mix2 ,Android 10.0,orders_unpaid,12489,1,12489,1,2020-06-14
mid_750569,Oneplus,Oneplus 7,Android 9.0,login,4696,1,4696,1,2020-06-14
mid_138575,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,17830,1,17830,1,2020-06-14
mid_856214,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,3440,1,3440,1,2020-06-14
mid_600674,vivo,vivo iqoo3,Android 11.0,good_spec,7214,1,7214,1,2020-06-14
mid_480813,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,2969,1,2969,1,2020-06-14
mid_67386,Xiaomi,Xiaomi 10 Pro ,Android 10.0,login,12087,1,12087,1,2020-06-14
mid_488360,iPhone,iPhone Xs Max,iOS 13.3.1,payment,7205,1,7205,1,2020-06-14
mid_217502,Huawei,Huawei P30,Android 11.0,home,6864,2,6864,2,2020-06-14
mid_370573,Xiaomi,Xiaomi 9,Android 11.0,cart,16268,1,16268,1,2020-06-14
mid_295257,Xiaomi,Xiaomi 9,Android 10.0,good_detail,17411,1,17411,1,2020-06-14
mid_269380,Xiaomi,Xiaomi 9,Android 11.0,good_list,3330,1,3330,1,2020-06-14
mid_329671,iPhone,iPhone Xs Max,iOS 13.3.1,cart,2180,1,2180,1,2020-06-14
mid_804087,Xiaomi,Xiaomi 9,Android 11.0,home,6735,1,6735,1,2020-06-14
mid_691280,Redmi,Redmi k30,Android 11.0,good_list,10066,1,10066,1,2020-06-14
mid_305100,vivo,vivo iqoo3,Android 9.0,trade,18649,1,18649,1,2020-06-14
mid_368792,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,16237,1,16237,1,2020-06-14
mid_128199,Honor,Honor 20s,Android 11.0,cart,3155,1,3155,1,2020-06-14
mid_691280,Redmi,Redmi k30,Android 11.0,login,19140,1,19140,1,2020-06-14
mid_667358,Xiaomi,Xiaomi 9,Android 10.0,payment,2715,1,2715,1,2020-06-14
mid_73035,Huawei,Huawei P30,Android 10.0,good_list,6382,1,6382,1,2020-06-14
mid_286559,Sumsung,Sumsung Galaxy S20,Android 9.0,login,13311,1,13311,1,2020-06-14
mid_757411,iPhone,iPhone Xs,iOS 13.3.1,good_detail,19337,1,19337,1,2020-06-14
mid_512296,iPhone,iPhone X,iOS 13.2.9,trade,17165,1,17165,1,2020-06-14
mid_785268,Huawei,Huawei Mate 30,Android 10.0,mine,3087,1,3087,1,2020-06-14
mid_869416,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,10499,2,10499,2,2020-06-14
mid_128199,Honor,Honor 20s,Android 11.0,search,5695,1,5695,1,2020-06-14
mid_490278,vivo,vivo iqoo3,Android 11.0,home,16046,1,16046,1,2020-06-14
mid_305100,vivo,vivo iqoo3,Android 9.0,login,16190,1,16190,1,2020-06-14
mid_567149,iPhone,iPhone X,iOS 13.3.1,good_detail,4471,2,4471,2,2020-06-14
mid_975242,Oneplus,Oneplus 7,Android 11.0,good_detail,25718,2,25718,2,2020-06-14
mid_266408,vivo,vivo iqoo3,Android 11.0,search,11455,1,11455,1,2020-06-14
mid_756104,Xiaomi,Xiaomi Mix2 ,Android 11.0,cart,5998,1,5998,1,2020-06-14
mid_490278,vivo,vivo iqoo3,Android 11.0,good_list,7716,1,7716,1,2020-06-14
mid_600674,vivo,vivo iqoo3,Android 11.0,home,11208,2,11208,2,2020-06-14
mid_412142,Huawei,Huawei P30,Android 11.0,cart,17051,1,17051,1,2020-06-14
mid_6481,Huawei,Huawei P30,Android 11.0,payment,4582,1,4582,1,2020-06-14
mid_911477,Honor,Honor 20s,Android 9.0,good_list,2249,1,2249,1,2020-06-14
mid_927895,iPhone,iPhone Xs Max,iOS 13.3.1,good_list,5434,1,5434,1,2020-06-14
mid_356652,Honor,Honor 20s,Android 11.0,good_list,14389,1,14389,1,2020-06-14
mid_804087,Xiaomi,Xiaomi 9,Android 11.0,search,17657,1,17657,1,2020-06-14
mid_512550,Sumsung,Sumsung Galaxy S20,Android 11.0,login,6341,1,6341,1,2020-06-14
mid_429285,Huawei,Huawei P30,Android 10.0,comment,14539,1,14539,1,2020-06-14
mid_266408,vivo,vivo iqoo3,Android 11.0,payment,11447,1,11447,1,2020-06-14
mid_72753,Xiaomi,Xiaomi Mix2 ,Android 11.0,search,17283,1,17283,1,2020-06-14
mid_694565,iPhone,iPhone 8,iOS 13.3.1,home,17839,1,17839,1,2020-06-14
mid_952217,vivo,vivo iqoo3,Android 10.0,good_detail,32011,2,32011,2,2020-06-14
mid_54840,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,2574,1,2574,1,2020-06-14
mid_909430,Xiaomi,Xiaomi Mix2 ,Android 11.0,search,10996,1,10996,1,2020-06-14
mid_625994,Xiaomi,Xiaomi 10 Pro ,Android 10.0,cart,4262,1,4262,1,2020-06-14
mid_741970,Xiaomi,Xiaomi 9,Android 8.1,trade,4724,1,4724,1,2020-06-14
mid_567781,iPhone,iPhone Xs,iOS 13.3.1,search,14575,1,14575,1,2020-06-14
mid_266408,vivo,vivo iqoo3,Android 11.0,cart,7424,1,7424,1,2020-06-14
mid_644984,Xiaomi,Xiaomi 9,Android 11.0,login,4598,1,4598,1,2020-06-14
mid_575214,vivo,vivo iqoo3,Android 9.0,register,19722,1,19722,1,2020-06-14
mid_56429,Huawei,Huawei Mate 30,Android 11.0,mine,2524,1,2524,1,2020-06-14
mid_10511,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_list,8372,1,8372,1,2020-06-14
mid_222870,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_spec,6512,1,6512,1,2020-06-14
mid_782870,iPhone,iPhone Xs Max,iOS 13.3.1,search,13106,1,13106,1,2020-06-14
mid_913092,Xiaomi,Xiaomi 10 Pro ,Android 11.0,login,15471,1,15471,1,2020-06-14
mid_2997,iPhone,iPhone X,iOS 13.2.9,good_detail,1261,1,1261,1,2020-06-14
mid_406739,Xiaomi,Xiaomi Mix2 ,Android 11.0,orders_unpaid,13303,1,13303,1,2020-06-14
mid_37784,Xiaomi,Xiaomi Mix2 ,Android 11.0,payment,2216,1,2216,1,2020-06-14
mid_860997,Huawei,Huawei P30,Android 11.0,trade,8882,1,8882,1,2020-06-14
mid_773467,Xiaomi,Xiaomi 10 Pro ,Android 10.0,mine,19404,1,19404,1,2020-06-14
mid_955794,Xiaomi,Xiaomi Mix2 ,Android 10.0,cart,14174,1,14174,1,2020-06-14
mid_575214,vivo,vivo iqoo3,Android 9.0,search,1275,1,1275,1,2020-06-14
mid_256146,Xiaomi,Xiaomi 9,Android 11.0,mine,14045,1,14045,1,2020-06-14
mid_871147,Xiaomi,Xiaomi 9,Android 11.0,home,4497,1,4497,1,2020-06-14
mid_857928,Xiaomi,Xiaomi 10 Pro ,Android 10.0,good_detail,16423,1,16423,1,2020-06-14
mid_496630,Xiaomi,Xiaomi 10 Pro ,Android 11.0,trade,9524,1,9524,1,2020-06-14
mid_167139,iPhone,iPhone Xs Max,iOS 13.2.9,good_detail,23419,2,23419,2,2020-06-14
mid_434692,iPhone,iPhone Xs,iOS 13.2.3,home,3686,1,3686,1,2020-06-14
mid_836432,Sumsung,Sumsung Galaxy S20,Android 11.0,good_detail,3265,1,3265,1,2020-06-14
mid_756104,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_list,6288,1,6288,1,2020-06-14
mid_242141,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_detail,16282,2,16282,2,2020-06-14
mid_527572,iPhone,iPhone 8,iOS 13.2.3,cart,5674,1,5674,1,2020-06-14
mid_388995,Xiaomi,Xiaomi 10 Pro ,Android 10.0,good_list,6720,1,6720,1,2020-06-14
mid_726758,iPhone,iPhone X,iOS 13.3.1,trade,15901,1,15901,1,2020-06-14
mid_292601,iPhone,iPhone Xs Max,iOS 13.3.1,trade,8485,1,8485,1,2020-06-14
mid_160600,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,1948,1,1948,1,2020-06-14
mid_900480,iPhone,iPhone X,iOS 13.3.1,register,9797,1,9797,1,2020-06-14
mid_123682,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,18454,1,18454,1,2020-06-14
mid_348869,Oneplus,Oneplus 7,Android 11.0,payment,1327,1,1327,1,2020-06-14
mid_860390,iPhone,iPhone Xs Max,iOS 13.2.9,comment,5806,1,5806,1,2020-06-14
mid_307674,Xiaomi,Xiaomi 9,Android 11.0,payment,4421,1,4421,1,2020-06-14
mid_38556,Xiaomi,Xiaomi 9,Android 10.0,payment,8782,1,8782,1,2020-06-14
mid_839136,iPhone,iPhone Xs Max,iOS 13.2.9,good_detail,18223,1,18223,1,2020-06-14
mid_668009,Xiaomi,Xiaomi Mix2 ,Android 10.0,mine,18567,1,18567,1,2020-06-14
mid_620745,vivo,vivo iqoo3,Android 10.0,search,10696,1,10696,1,2020-06-14
mid_955794,Xiaomi,Xiaomi Mix2 ,Android 10.0,home,4890,1,4890,1,2020-06-14
mid_511868,Redmi,Redmi k30,Android 11.0,register,7864,1,7864,1,2020-06-14
mid_466033,Xiaomi,Xiaomi Mix2 ,Android 11.0,trade,8457,1,8457,1,2020-06-14
mid_575214,vivo,vivo iqoo3,Android 9.0,cart,15854,1,15854,1,2020-06-14
mid_184672,iPhone,iPhone Xs,iOS 13.3.1,good_detail,20187,2,20187,2,2020-06-14
mid_495031,iPhone,iPhone Xs Max,iOS 13.2.3,home,12807,2,12807,2,2020-06-14
mid_435897,Xiaomi,Xiaomi 9,Android 11.0,payment,10052,1,10052,1,2020-06-14
mid_865971,Xiaomi,Xiaomi 10 Pro ,Android 11.0,payment,11833,1,11833,1,2020-06-14
mid_819184,Xiaomi,Xiaomi 9,Android 11.0,login,13990,1,13990,1,2020-06-14
mid_404809,Oneplus,Oneplus 7,Android 11.0,good_list,17419,1,17419,1,2020-06-14
mid_120670,iPhone,iPhone X,iOS 13.2.9,good_detail,2878,1,2878,1,2020-06-14
mid_584431,Xiaomi,Xiaomi 9,Android 11.0,good_detail,12204,1,12204,1,2020-06-14
mid_167841,Xiaomi,Xiaomi 10 Pro ,Android 11.0,cart,6561,1,6561,1,2020-06-14
mid_89929,Xiaomi,Xiaomi 9,Android 11.0,orders_unpaid,12921,1,12921,1,2020-06-14
mid_620745,vivo,vivo iqoo3,Android 10.0,login,12479,1,12479,1,2020-06-14
mid_788808,Xiaomi,Xiaomi 10 Pro ,Android 10.0,cart,3903,1,3903,1,2020-06-14
mid_675339,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,2467,1,2467,1,2020-06-14
mid_828472,iPhone,iPhone 8,iOS 13.3.1,good_list,2009,1,2009,1,2020-06-14
mid_412142,Huawei,Huawei P30,Android 11.0,good_detail,26113,2,26113,2,2020-06-14
mid_186197,iPhone,iPhone Xs,iOS 13.3.1,home,4329,1,4329,1,2020-06-14
mid_841336,iPhone,iPhone Xs Max,iOS 13.3.1,good_list,6039,1,6039,1,2020-06-14
mid_750569,Oneplus,Oneplus 7,Android 9.0,good_detail,27338,2,27338,2,2020-06-14
mid_721760,Honor,Honor 20s,Android 9.0,trade,2453,1,2453,1,2020-06-14
mid_233475,Xiaomi,Xiaomi 10 Pro ,Android 9.0,trade,12317,1,12317,1,2020-06-14
mid_729137,iPhone,iPhone Xs Max,iOS 13.3.1,good_detail,22626,2,22626,2,2020-06-14
mid_842896,Xiaomi,Xiaomi Mix2 ,Android 10.0,login,12468,1,12468,1,2020-06-14
mid_248267,Huawei,Huawei Mate 30,Android 11.0,login,17206,1,17206,1,2020-06-14
mid_860997,Huawei,Huawei P30,Android 11.0,home,5723,1,5723,1,2020-06-14
mid_366705,vivo,vivo iqoo3,Android 11.0,good_detail,20977,2,20977,2,2020-06-14
mid_49530,Xiaomi,Xiaomi Mix2 ,Android 11.0,good_detail,10397,1,10397,1,2020-06-14
mid_960931,Xiaomi,Xiaomi 9,Android 11.0,home,15061,1,15061,1,2020-06-14
mid_759465,iPhone,iPhone X,iOS 13.3.1,good_spec,4047,1,4047,1,2020-06-14
mid_94075,vivo,vivo iqoo3,Android 10.0,cart,17936,1,17936,1,2020-06-14
mid_941313,Xiaomi,Xiaomi 9,Android 11.0,good_list,4244,1,4244,1,2020-06-14
mid_203904,Xiaomi,Xiaomi Mix2 ,Android 11.0,payment,18810,1,18810,1,2020-06-14
mid_128199,Honor,Honor 20s,Android 11.0,trade,8689,1,8689,1,2020-06-14
mid_6625,iPhone,iPhone 8,iOS 13.3.1,trade,14572,1,14572,1,2020-06-14
mid_924530,iPhone,iPhone Xs Max,iOS 13.2.3,good_detail,21149,2,21149,2,2020-06-14
mid_184672,iPhone,iPhone Xs,iOS 13.3.1,search,9532,1,9532,1,2020-06-14
mid_215460,Sumsung,Sumsung Galaxy S20,Android 11.0,trade,3707,1,3707,1,2020-06-14
mid_834048,vivo,vivo iqoo3,Android 11.0,trade,19084,1,19084,1,2020-06-14
mid_23052,iPhone,iPhone X,iOS 13.2.9,cart,5351,1,5351,1,2020-06-14
mid_138575,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,1383,1,1383,1,2020-06-14
mid_735524,Xiaomi,Xiaomi Mix2 ,Android 8.1,payment,7624,1,7624,1,2020-06-14
mid_256454,Xiaomi,Xiaomi 9,Android 11.0,good_list,15666,1,15666,1,2020-06-14
mid_452562,Huawei,Huawei Mate 30,Android 11.0,mine,5136,1,5136,1,2020-06-14
mid_277858,Xiaomi,Xiaomi 9,Android 11.0,payment,13382,1,13382,1,2020-06-14
mid_73498,iPhone,iPhone Xs Max,iOS 13.3.1,good_list,3758,1,3758,1,2020-06-14
mid_886240,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,25502,2,25502,2,2020-06-14
mid_905613,iPhone,iPhone 8,iOS 13.2.3,login,18285,1,18285,1,2020-06-14
mid_263345,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,11883,1,11883,1,2020-06-14
mid_567781,iPhone,iPhone Xs,iOS 13.3.1,login,9501,1,9501,1,2020-06-14
mid_187696,Huawei,Huawei P30,Android 11.0,home,12250,1,12250,1,2020-06-14
mid_713384,Redmi,Redmi k30,Android 8.1,cart,2354,1,2354,1,2020-06-14
mid_905613,iPhone,iPhone 8,iOS 13.2.3,search,8520,1,8520,1,2020-06-14
mid_803497,iPhone,iPhone Xs,iOS 13.2.3,search,6062,1,6062,1,2020-06-14
mid_992788,Huawei,Huawei P30,Android 11.0,good_detail,7688,1,7688,1,2020-06-14
mid_67386,Xiaomi,Xiaomi 10 Pro ,Android 10.0,good_detail,14827,2,14827,2,2020-06-14
mid_82292,vivo,vivo iqoo3,Android 11.0,cart,3796,1,3796,1,2020-06-14
mid_187696,Huawei,Huawei P30,Android 11.0,cart,8904,1,8904,1,2020-06-14
mid_515485,iPhone,iPhone X,iOS 12.4.1,search,19725,1,19725,1,2020-06-14
mid_532540,Huawei,Huawei P30,Android 11.0,good_detail,1275,1,1275,1,2020-06-14
mid_73498,iPhone,iPhone Xs Max,iOS 13.3.1,trade,8887,1,8887,1,2020-06-14
mid_557057,Redmi,Redmi k30,Android 11.0,mine,1147,1,1147,1,2020-06-14
mid_803497,iPhone,iPhone Xs,iOS 13.2.3,trade,14446,1,14446,1,2020-06-14
mid_726758,iPhone,iPhone X,iOS 13.3.1,good_list,16726,1,16726,1,2020-06-14
mid_713714,Xiaomi,Xiaomi 10 Pro ,Android 8.1,trade,5179,1,5179,1,2020-06-14
mid_52195,iPhone,iPhone X,iOS 13.2.3,payment,6409,1,6409,1,2020-06-14
mid_532540,Huawei,Huawei P30,Android 11.0,cart,8317,1,8317,1,2020-06-14
mid_811399,iPhone,iPhone 8,iOS 13.2.9,good_detail,13324,2,13324,2,2020-06-14
mid_404809,Oneplus,Oneplus 7,Android 11.0,login,14795,1,14795,1,2020-06-14
mid_842896,Xiaomi,Xiaomi Mix2 ,Android 10.0,good_list,7823,1,7823,1,2020-06-14
mid_231033,Xiaomi,Xiaomi 9,Android 11.0,good_list,13007,1,13007,1,2020-06-14
mid_937376,iPhone,iPhone X,iOS 13.3.1,payment,7620,1,7620,1,2020-06-14
mid_412165,iPhone,iPhone Xs Max,iOS 13.2.9,good_list,5267,1,5267,1,2020-06-14
mid_527572,iPhone,iPhone 8,iOS 13.2.3,good_list,15939,1,15939,1,2020-06-14
mid_10511,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,16760,1,16760,1,2020-06-14
mid_237135,vivo,vivo iqoo3,Android 11.0,payment,9264,1,9264,1,2020-06-14
mid_236937,iPhone,iPhone X,iOS 13.3.1,home,15836,1,15836,1,2020-06-14
mid_699098,iPhone,iPhone Xs,iOS 13.3.1,login,6902,1,6902,1,2020-06-14
mid_905613,iPhone,iPhone 8,iOS 13.2.3,good_list,11670,1,11670,1,2020-06-14
mid_620745,vivo,vivo iqoo3,Android 10.0,register,7118,1,7118,1,2020-06-14
mid_56429,Huawei,Huawei Mate 30,Android 11.0,comment,2955,1,2955,1,2020-06-14
mid_166464,Xiaomi,Xiaomi Mix2 ,Android 10.0,cart,3955,1,3955,1,2020-06-14
mid_289524,iPhone,iPhone X,iOS 13.3.1,payment,10944,1,10944,1,2020-06-14
mid_526478,vivo,vivo iqoo3,Android 11.0,good_spec,17936,1,17936,1,2020-06-14
mid_283918,Xiaomi,Xiaomi 9,Android 11.0,good_detail,7418,2,7418,2,2020-06-14
mid_750569,Oneplus,Oneplus 7,Android 9.0,cart,17734,1,17734,1,2020-06-14
mid_567781,iPhone,iPhone Xs,iOS 13.3.1,home,14606,1,14606,1,2020-06-14
mid_186197,iPhone,iPhone Xs,iOS 13.3.1,trade,15612,1,15612,1,2020-06-14
mid_766277,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,7820,1,7820,1,2020-06-14
mid_527572,iPhone,iPhone 8,iOS 13.2.3,good_detail,36033,2,36033,2,2020-06-14
mid_81367,Xiaomi,Xiaomi Mix2 ,Android 8.1,login,16665,1,16665,1,2020-06-14
mid_427167,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,13443,1,13443,1,2020-06-14
mid_515485,iPhone,iPhone X,iOS 12.4.1,good_list,5665,1,5665,1,2020-06-14
mid_389448,Xiaomi,Xiaomi 9,Android 11.0,home,2570,1,2570,1,2020-06-14
mid_354106,Xiaomi,Xiaomi 10 Pro ,Android 11.0,register,5760,1,5760,1,2020-06-14
mid_6527,iPhone,iPhone Xs,iOS 13.3.1,login,14140,1,14140,1,2020-06-14
mid_358815,Redmi,Redmi k30,Android 11.0,home,7300,1,7300,1,2020-06-14
mid_493818,Huawei,Huawei Mate 30,Android 11.0,home,19193,1,19193,1,2020-06-14
mid_752640,iPhone,iPhone X,iOS 13.3.1,good_detail,4503,1,4503,1,2020-06-14
mid_332519,vivo,vivo iqoo3,Android 11.0,search,2654,1,2654,1,2020-06-14
mid_495031,iPhone,iPhone Xs Max,iOS 13.2.3,comment,13232,1,13232,1,2020-06-14
mid_297147,Xiaomi,Xiaomi 10 Pro ,Android 11.0,good_detail,18023,1,18023,1,2020-06-14
mid_227439,Honor,Honor 20s,Android 11.0,home,3975,1,3975,1,2020-06-14
mid_356652,Honor,Honor 20s,Android 11.0,register,15676,1,15676,1,2020-06-14
mid_354106,Xiaomi,Xiaomi 10 Pro ,Android 11.0,home,1964,1,1964,1,2020-06-14
mid_812468,Xiaomi,Xiaomi Mix2 ,Android 11.0,home,3854,1,3854,1,2020-06-14
mid_839136,iPhone,iPhone Xs Max,iOS 13.2.9,home,2922,1,2922,1,2020-06-14
mid_892162,iPhone,iPhone X,iOS 13.3.1,trade,15797,1,15797,1,2020-06-14
mid_740318,Huawei,Huawei P30,Android 11.0,trade,13069,1,13069,1,2020-06-14
mid_865971,Xiaomi,Xiaomi 10 Pro ,Android 11.0,cart,14482,1,14482,1,2020-06-14
mid_11028,Xiaomi,Xiaomi 10 Pro ,Android 11.0,mine,15990,1,15990,1,2020-06-14
mid_755931,iPhone,iPhone Xs,iOS 13.3.1,good_detail,7264,2,7264,2,2020-06-14
mid_657235,iPhone,iPhone 8,iOS 13.3.1,trade,6118,1,6118,1,2020-06-14
mid_236937,iPhone,iPhone X,iOS 13.3.1,search,10974,1,10974,1,2020-06-14
mid_426894,Xiaomi,Xiaomi 9,Android 9.0,payment,1949,1,1949,1,2020-06-14
